Workload,Run,TraceSize,Status,ExecTime,Instr,Cycles,IPC,NumBr,MispBr,BrPerCyc,MispBrPerCyc,MR,MPKI,CycWP,CycWPAvg,CycWPPKI,50PercInstr,50PercCycles,50PercIPC,50PercNumBr,50PercMispBr,50PercBrPerCyc,50PercMispBrPerCyc,50PercMR,50PercMPKI,50PercCycWP,50PercCycWPAvg,50PercCycWPPKI
web,web_1_trace,158.93916416168213,Pass,302.6490647792816,39999048,11925845,3.3540,5515292,126086,0.4625,0.0106,2.2861%,3.1522,4377126,34.7154,109.4308,20999048,4907632,4.2789,2909408,66048,0.5928,0.0135,2.2702%,3.1453,1872998,28.3581,89.1944
web,web_0_trace,104.021315574646,Pass,314.60247898101807,39999493,20108138,1.9892,11904941,52316,0.5920,0.0026,0.4394%,1.3079,6747062,128.9675,168.6787,20999493,10136110,2.0718,6370198,19767,0.6285,0.0020,0.3103%,0.9413,2678431,135.5001,127.5474
infra,infra_2_trace,221.61112022399902,Pass,557.0956590175629,47546686,10596886,4.4869,5818731,20387,0.5491,0.0019,0.3504%,0.4288,678462,33.2791,14.2694,24546686,4304759,5.7022,2997214,6286,0.6963,0.0015,0.2097%,0.2561,129552,20.6096,5.2778
web,web_7_trace,41.589111328125,Pass,228.86871981620789,39999850,8206510,4.8742,6633962,172019,0.8084,0.0210,2.5930%,4.3005,3323063,19.3180,83.0769,20999850,3862149,5.4373,3471337,73970,0.8988,0.0192,2.1309%,3.5224,1292931,17.4791,61.5686
web,web_16_trace,61.720746994018555,Pass,159.89498805999756,20000052,9911666,2.0178,1486259,31624,0.1500,0.0032,2.1278%,1.5812,1189099,37.6012,59.4548,10000052,6898970,1.4495,732871,22149,0.1062,0.0032,3.0222%,2.2149,823538,37.1817,82.3534
web,web_17_trace,54.710463523864746,Pass,105.40660285949707,15000021,6090066,2.4630,2215426,20914,0.3638,0.0034,0.9440%,1.3943,877686,41.9664,58.5123,8000021,2275184,3.5162,1069158,4824,0.4699,0.0021,0.4512%,0.6030,165808,34.3715,20.7259
web,web_13_trace,134.68522262573242,Pass,309.91395592689514,39999813,16825852,2.3773,4813533,116619,0.2861,0.0069,2.4227%,2.9155,3776939,32.3870,94.4239,20999813,7094184,2.9601,2687998,54182,0.3789,0.0076,2.0157%,2.5801,1908201,35.2184,90.8675
web,web_6_trace,115.35440254211426,Pass,285.4368829727173,40000022,12934181,3.0926,6002648,182567,0.4641,0.0141,3.0414%,4.5642,5433749,29.7630,135.8437,20000022,6753103,2.9616,2962421,113319,0.4387,0.0168,3.8252%,5.6659,3340055,29.4748,167.0026
web,web_22_trace,51.9125394821167,Pass,131.00491189956665,20000051,5898276,3.3908,2417352,63610,0.4098,0.0108,2.6314%,3.1805,2884055,45.3396,144.2024,10000051,2606113,3.8372,1222376,29688,0.4690,0.0114,2.4287%,2.9688,1392134,46.8921,139.2127
web,web_14_trace,235.48800468444824,Pass,495.30671310424805,70000043,19590476,3.5732,11059737,240552,0.5645,0.0123,2.1750%,3.4365,10426694,43.3449,148.9527,35000043,8462936,4.1357,5268168,93551,0.6225,0.0111,1.7758%,2.6729,4088229,43.7005,116.8064
web,web_23_trace,60.17267894744873,Pass,143.85267615318298,20000047,6248821,3.2006,3286069,18863,0.5259,0.0030,0.5740%,0.9431,695822,36.8882,34.7910,10000047,4543002,2.2012,1544231,14593,0.3399,0.0032,0.9450%,1.4593,523217,35.8540,52.3215
web,web_11_trace,43.46553611755371,Pass,72.86042022705078,10001443,11471484,0.8719,1391369,46447,0.1213,0.0040,3.3382%,4.6440,1974061,42.5014,197.3776,5001443,5045010,0.9914,674449,23317,0.1337,0.0046,3.4572%,4.6621,916344,39.2994,183.2159
web,web_3_trace,134.2002592086792,Pass,283.799222946167,39999981,12058575,3.3171,6018442,143071,0.4991,0.0119,2.3772%,3.5768,4375492,30.5827,109.3874,20999981,5483994,3.8293,3382696,64476,0.6168,0.0118,1.9061%,3.0703,2323822,36.0417,110.6583
web,web_2_trace,126.7424545288086,Pass,296.8348457813263,39999746,11853386,3.3745,5842811,151099,0.4929,0.0127,2.5861%,3.7775,4231966,28.0079,105.7998,20999746,5735061,3.6616,3176039,83270,0.5538,0.0145,2.6218%,3.9653,2475602,29.7298,117.8872
web,web_10_trace,67.32332420349121,Pass,146.71845817565918,19999796,11045711,1.8106,2621960,56637,0.2374,0.0051,2.1601%,2.8319,1824782,32.2189,91.2400,10999796,3291844,3.3415,1436395,24291,0.4363,0.0074,1.6911%,2.2083,672071,27.6675,61.0985
web,web_25_trace,46.08135795593262,Pass,109.4927978515625,14999989,7232110,2.0741,2548670,86101,0.3524,0.0119,3.3783%,5.7401,2986331,34.6840,199.0889,7999989,2965948,2.6973,1342253,51242,0.4526,0.0173,3.8176%,6.4053,1725638,33.6762,215.7050
web,web_8_trace,110.87185478210449,Pass,290.4483551979065,39999955,13760571,2.9069,6210740,184804,0.4513,0.0134,2.9756%,4.6201,4957544,26.8260,123.9387,20999955,5728465,3.6659,3431526,82943,0.5990,0.0145,2.4171%,3.9497,2137036,25.7651,101.7638
web,web_24_trace,80.5669527053833,Pass,114.953369140625,14999923,8309066,1.8052,1985890,24102,0.2390,0.0029,1.2137%,1.6068,778732,32.3098,51.9157,7999923,3984287,2.0079,1067447,11755,0.2679,0.0030,1.1012%,1.4694,363735,30.9430,45.4673
web,web_9_trace,113.31267833709717,Pass,305.1571452617645,39999863,13954074,2.8665,6952037,100547,0.4982,0.0072,1.4463%,2.5137,2535896,25.2210,63.3976,20999863,4407697,4.7644,4136031,3080,0.9384,0.0007,0.0745%,0.1467,58171,18.8867,2.7701
web,web_4_trace,107.63480854034424,Pass,288.8160719871521,39999718,13103236,3.0527,6265226,161202,0.4781,0.0123,2.5730%,4.0301,4827883,29.9493,120.6979,20999718,6216949,3.3778,3426349,74027,0.5511,0.0119,2.1605%,3.5251,2102706,28.4046,100.1302
web,web_5_trace,119.46124076843262,Pass,290.92826890945435,39999694,12225409,3.2718,6198022,172828,0.5070,0.0141,2.7884%,4.3207,4569925,26.4420,114.2490,20999694,6343156,3.3106,3330435,102494,0.5250,0.0162,3.0775%,4.8807,2629182,25.6521,125.2010
fp,fp_3_trace,223.02585411071777,Pass,314.6845669746399,30000052,12652691,2.3710,1539997,54698,0.1217,0.0043,3.5518%,1.8233,6494551,118.7347,216.4847,15000052,6310653,2.3769,770204,27713,0.1220,0.0044,3.5981%,1.8475,3283934,118.4980,218.9282
fp,fp_2_trace,113.98153591156006,Pass,275.1413519382477,30000052,6142445,4.8841,2471756,72734,0.4024,0.0118,2.9426%,2.4245,2619506,36.0149,87.3167,15000052,3025568,4.9578,1232306,36837,0.4073,0.0122,2.9893%,2.4558,1311156,35.5935,87.4101
fp,fp_4_trace,106.30326175689697,Pass,270.75584721565247,30000052,6439055,4.6591,2573337,15356,0.3996,0.0024,0.5967%,0.5119,872534,56.8204,29.0844,15000052,2602061,5.7647,1285217,6226,0.4939,0.0024,0.4844%,0.4151,274117,44.0278,18.2744
fp,fp_8_trace,211.10272789001465,Pass,385.1010477542877,40000016,10785121,3.7088,2322129,147500,0.2153,0.0137,6.3519%,3.6875,4624569,31.3530,115.6142,20000016,5644541,3.5432,1347173,101477,0.2387,0.0180,7.5326%,5.0738,3173260,31.2707,158.6629
fp,fp_9_trace,143.53112411499023,Pass,395.8035032749176,40000016,16111749,2.4827,5012816,163134,0.3111,0.0101,3.2543%,4.0783,11252988,68.9800,281.3246,20000016,7665587,2.6091,2500178,86192,0.3262,0.0112,3.4474%,4.3096,5322396,61.7505,266.1196
fp,fp_13_trace,84.63656806945801,Pass,297.85398292541504,40000016,14923711,2.6803,6454282,488895,0.4325,0.0328,7.5747%,12.2224,10380957,21.2335,259.5238,20000016,7296870,2.7409,3233671,243736,0.4432,0.0334,7.5374%,12.1868,5082926,20.8542,254.1461
fp,fp_12_trace,48.495734214782715,Pass,324.4427258968353,40000016,7936878,5.0398,4420257,41175,0.5569,0.0052,0.9315%,1.0294,2768141,67.2287,69.2035,20000016,3852396,5.1916,2222665,18091,0.5770,0.0047,0.8139%,0.9045,1227491,67.8509,61.3745
fp,fp_0_trace,64.73471260070801,Pass,200.16951417922974,30000052,6805679,4.4081,1619852,96566,0.2380,0.0142,5.9614%,3.2189,3025124,31.3270,100.8373,15000052,3428869,4.3746,807780,49577,0.2356,0.0145,6.1374%,3.3051,1550467,31.2739,103.3641
fp,fp_1_trace,42.69381523132324,Pass,187.6678249835968,30000052,30108628,0.9964,5950800,447969,0.1976,0.0149,7.5279%,14.9323,26386222,58.9019,879.5392,15000052,15052917,0.9965,2965791,224725,0.1970,0.0149,7.5772%,14.9816,13202420,58.7492,880.1583
fp,fp_5_trace,332.9483413696289,Pass,458.359267950058,40000016,7564370,5.2880,740391,37001,0.0979,0.0049,4.9975%,0.9250,1278461,34.5521,31.9615,20000016,3746266,5.3387,370890,18373,0.0990,0.0049,4.9538%,0.9186,637788,34.7133,31.8894
fp,fp_6_trace,63.58891201019287,Pass,305.60416316986084,40000016,5742217,6.9660,7034423,36490,1.2250,0.0064,0.5187%,0.9122,1399155,38.3435,34.9789,20000016,2789821,7.1689,3515104,17192,1.2600,0.0062,0.4891%,0.8596,657561,38.2481,32.8780
fp,fp_7_trace,159.0718936920166,Pass,391.5417778491974,40000016,7713169,5.1859,4716883,39219,0.6115,0.0051,0.8315%,0.9805,1751473,44.6588,43.7868,20000016,3636070,5.5004,2394520,16563,0.6585,0.0046,0.6917%,0.8281,740254,44.6932,37.0127
fp,fp_10_trace,270.7881956100464,Pass,430.32123708724976,40000016,6801075,5.8814,3492402,79027,0.5135,0.0116,2.2628%,1.9757,1728872,21.8770,43.2218,20000016,3342187,5.9841,1748758,37948,0.5232,0.0114,2.1700%,1.8974,831903,21.9222,41.5951
fp,fp_11_trace,297.7953281402588,Pass,425.6015019416809,40000016,7527823,5.3136,3526510,22584,0.4685,0.0030,0.6404%,0.5646,501529,22.2073,12.5382,20000016,3636246,5.5002,1776440,11079,0.4885,0.0030,0.6237%,0.5539,237501,21.4370,11.8750
int,int_5_trace,138.47165870666504,Pass,279.865042924881,30000052,6566252,4.5688,2565027,81175,0.3906,0.0124,3.1647%,2.7058,3007523,37.0499,100.2506,15000052,3269388,4.5880,1297750,39707,0.3969,0.0121,3.0597%,2.6471,1504357,37.8864,100.2901
int,int_11_trace,203.19092559814453,Pass,439.1576099395752,60000052,16085439,3.7301,4130584,233239,0.2568,0.0145,5.6466%,3.8873,8642130,37.0527,144.0354,30000052,8035514,3.7334,2064453,117591,0.2569,0.0146,5.6960%,3.9197,4350347,36.9956,145.0113
int,int_4_trace,188.2430238723755,Pass,430.1922929286957,59999657,13278592,4.5185,7683892,215579,0.5787,0.0162,2.8056%,3.5930,4738078,21.9784,78.9684,30999657,6588709,4.7050,4061423,106160,0.6164,0.0161,2.6139%,3.4246,2294503,21.6136,74.0170
int,int_10_trace,204.85591316223145,Pass,459.25258231163025,60000052,9630209,6.2304,7032592,29798,0.7303,0.0031,0.4237%,0.4966,832235,27.9292,13.8706,30000052,4449342,6.7426,3499163,13868,0.7864,0.0031,0.3963%,0.4623,327520,23.6170,10.9173
int,int_25_trace,169.04896354675293,Pass,298.3515009880066,40000052,7668606,5.2161,2766410,52928,0.3607,0.0069,1.9132%,1.3232,1986888,37.5394,49.6721,20000052,4227508,4.7309,1541724,46135,0.3647,0.0109,2.9924%,2.3067,1528895,33.1396,76.4446
int,int_35_trace,119.88736820220947,Pass,250.97316598892212,40000048,11225068,3.5635,5671843,82060,0.5053,0.0073,1.4468%,2.0515,4927357,60.0458,123.1838,20000048,5396098,3.7064,2842811,37993,0.5268,0.0070,1.3365%,1.8996,2265574,59.6314,113.2784
int,int_24_trace,145.24023818969727,Pass,316.898503780365,40000051,14489441,2.7606,8385203,20508,0.5787,0.0014,0.2446%,0.5127,2172697,105.9439,54.3174,20000051,6878005,2.9078,4599578,8420,0.6687,0.0012,0.1831%,0.4210,898236,106.6789,44.9117
int,int_34_trace,112.3776216506958,Pass,246.41635131835938,40000052,10962814,3.6487,6380286,110743,0.5820,0.0101,1.7357%,2.7686,5298921,47.8488,132.4729,20000052,4828182,4.1424,3101677,57364,0.6424,0.0119,1.8495%,2.8682,2421387,42.2109,121.0690
int,int_16_trace,128.2670030593872,Pass,295.8953139781952,40000031,17282983,2.3144,6733574,228007,0.3896,0.0132,3.3861%,5.7002,5462379,23.9571,136.5594,20000031,7225409,2.7680,3364149,116542,0.4656,0.0161,3.4642%,5.8271,2648919,22.7293,132.4457
int,int_17_trace,128.60758018493652,Pass,294.917062997818,39999987,15422090,2.5937,6659971,190269,0.4318,0.0123,2.8569%,4.7567,4582855,24.0862,114.5714,20999987,6044880,3.4740,3432362,84991,0.5678,0.0141,2.4762%,4.0472,1954821,23.0003,93.0868
int,int_28_trace,185.9219560623169,Pass,263.42511200904846,40000052,8205452,4.8748,4006233,129153,0.4882,0.0157,3.2238%,3.2288,3402428,26.3442,85.0606,20000052,3967076,5.0415,1994428,59320,0.5027,0.0150,2.9743%,2.9660,1596695,26.9166,79.8345
int,int_2_trace,94.08823490142822,Pass,215.15744614601135,30000052,17861066,1.6796,5366311,276963,0.3004,0.0155,5.1611%,9.2321,13828364,49.9286,460.9447,15000052,8301872,1.8068,2681980,135411,0.3231,0.0163,5.0489%,9.0274,6319035,46.6656,421.2675
int,int_29_trace,181.88746547698975,Pass,282.9395751953125,40000052,15229346,2.6265,4048870,456390,0.2659,0.0300,11.2720%,11.4097,11343056,24.8539,283.5760,20000052,7323366,2.7310,2031315,219323,0.2774,0.0299,10.7971%,10.9661,5410980,24.6713,270.5483
int,int_3_trace,96.88034057617188,Pass,286.3588149547577,40000052,6990890,5.7217,4722773,31040,0.6756,0.0044,0.6572%,0.7760,922011,29.7040,23.0502,20000052,3529838,5.6660,2249610,17314,0.6373,0.0049,0.7696%,0.8657,445678,25.7409,22.2838
int,int_32_trace,317.2076416015625,Pass,697.8048181533813,110000052,84969082,1.2946,12636052,696448,0.1487,0.0082,5.5116%,6.3313,72757361,104.4692,661.4302,55000052,37342935,1.4728,6322521,342921,0.1693,0.0092,5.4238%,6.2349,31330787,91.3644,569.6501
int,int_33_trace,310.41816425323486,Pass,691.2932260036469,110000052,52934793,2.0780,16062450,798212,0.3034,0.0151,4.9694%,7.2565,41200291,51.6157,374.5479,55000052,25597183,2.1487,7710997,408266,0.3012,0.0159,5.2946%,7.4230,19866069,48.6596,361.2009
int,int_8_trace,137.59827327728271,Pass,299.1827919483185,40000052,15345525,2.6066,5678944,231657,0.3701,0.0151,4.0792%,5.7914,5620584,24.2625,140.5144,20000052,6020252,3.3221,2813189,101379,0.4673,0.0168,3.6037%,5.0689,2394252,23.6168,119.7123
int,int_9_trace,152.5840139389038,Pass,293.87700510025024,40000050,13461275,2.9715,5800876,145995,0.4309,0.0108,2.5168%,3.6499,3618963,24.7883,90.4740,20000050,5500682,3.6359,2893544,64093,0.5260,0.0117,2.2150%,3.2046,1560671,24.3501,78.0334
int,int_22_trace,96.68442058563232,Pass,301.55548071861267,40000052,20605221,1.9413,6671960,156118,0.3238,0.0076,2.3399%,3.9029,13029720,83.4607,325.7426,20000052,10052661,1.9895,3314359,74098,0.3297,0.0074,2.2357%,3.7049,6283363,84.7980,314.1673
int,int_23_trace,182.35865116119385,Pass,303.21911787986755,40000052,18329716,2.1823,5329093,126702,0.2907,0.0069,2.3776%,3.1675,6018110,47.4981,150.4526,20000052,8498030,2.3535,2669216,60618,0.3141,0.0071,2.2710%,3.0309,2519387,41.5617,125.9690
int,int_31_trace,118.0513105392456,Pass,284.1395847797394,40000052,4532102,8.8259,4773947,24103,1.0534,0.0053,0.5049%,0.6026,473709,19.6535,11.8427,20000052,2156327,9.2751,2359187,8252,1.0941,0.0038,0.3498%,0.4126,164640,19.9515,8.2320
int,int_30_trace,182.9177484512329,Pass,289.86776399612427,40000052,15466612,2.5862,4219863,470276,0.2728,0.0304,11.1443%,11.7569,11537528,24.5335,288.4378,20000052,7449962,2.6846,2099953,224784,0.2819,0.0302,10.7042%,11.2392,5512487,24.5235,275.6236
int,int_18_trace,108.31880569458008,Pass,294.6173720359802,39999864,10601355,3.7731,9457814,25200,0.8921,0.0024,0.2664%,0.6300,1197915,47.5363,29.9480,20999864,5044956,4.1625,4985263,10096,0.9882,0.0020,0.2025%,0.4808,421849,41.7838,20.0882
int,int_19_trace,184.28955841064453,Pass,313.1419048309326,40000052,7938222,5.0389,5852871,30411,0.7373,0.0038,0.5196%,0.7603,1303611,42.8664,32.5902,20000052,3747703,5.3366,2929049,11670,0.7816,0.0031,0.3984%,0.5835,543955,46.6114,27.1977
int,int_26_trace,197.17267227172852,Pass,314.9184069633484,40000052,6739970,5.9348,2130479,48181,0.3161,0.0071,2.2615%,1.2045,1704815,35.3836,42.6203,20000052,3155170,6.3388,1067816,21802,0.3384,0.0069,2.0417%,1.0901,801211,36.7494,40.0604
int,int_6_trace,130.25432968139648,Pass,246.77131009101868,30000052,7516644,3.9911,3119970,82282,0.4151,0.0109,2.6373%,2.7427,3824908,46.4854,127.4967,15000052,3703048,4.0507,1567043,39867,0.4232,0.0108,2.5441%,2.6578,1888144,47.3611,125.8758
int,int_13_trace,32.30572509765625,Pass,275.5552439689636,40000052,6182018,6.4704,4243961,34055,0.6865,0.0055,0.8024%,0.8514,1012438,29.7295,25.3109,20000052,3022758,6.6165,2111572,15442,0.6986,0.0051,0.7313%,0.7721,480489,31.1157,24.0244
int,int_27_trace,219.70562553405762,Pass,325.5311212539673,40000052,6331171,6.3180,1891315,31279,0.2987,0.0049,1.6538%,0.7820,1084884,34.6841,27.1221,20000052,2934960,6.8144,940632,13151,0.3205,0.0045,1.3981%,0.6575,478002,36.3472,23.9000
int,int_7_trace,128.17397212982178,Pass,289.56042194366455,40000048,13721016,2.9152,5944145,173652,0.4332,0.0127,2.9214%,4.3413,4255002,24.5030,106.3749,20000048,5607127,3.5669,3000751,72285,0.5352,0.0129,2.4089%,3.6142,1731031,23.9473,86.5513
int,int_21_trace,91.63193035125732,Pass,274.24887895584106,40000052,39882864,1.0029,9059172,867369,0.2271,0.0217,9.5745%,21.6842,34883839,40.2180,872.0948,20000052,19698950,1.0153,4504449,444814,0.2287,0.0226,9.8750%,22.2406,17173441,38.6081,858.6698
int,int_12_trace,204.59925079345703,Pass,493.1701741218567,59999603,18386568,3.2632,6357220,25062,0.3458,0.0014,0.3942%,0.4177,975429,38.9206,16.2573,30999603,4921382,6.2990,4522132,23828,0.9189,0.0048,0.5269%,0.7687,895436,37.5792,28.8854
int,int_1_trace,92.84952068328857,Pass,223.88766813278198,30000052,17735515,1.6915,5301134,292535,0.2989,0.0165,5.5183%,9.7511,13731313,46.9390,457.7096,15000052,8421704,1.7811,2642836,144603,0.3138,0.0172,5.4715%,9.6402,6452159,44.6198,430.1424
int,int_0_trace,137.11144542694092,Pass,265.40206718444824,40000041,14485249,2.7614,6223265,193674,0.4296,0.0134,3.1121%,4.8418,9764743,50.4185,244.1183,20000041,6413242,3.1186,3076555,94280,0.4797,0.0147,3.0645%,4.7140,4168667,44.2158,208.4329
